;"Code Insee";"Code postal";"Commune";"Population";"Superficie";"Densité"
77;77477;77760;"Ury";762;;
77;77478;77260;"Ussy-sur-Marne";841;;
77;77479;77360;"Vaires-sur-Marne  ";11772;;
77;77480;77830;"Valence-en-Brie";583;;
77;77481;77370;"Vanvillé";184;;
77;77482;77130;"Varennes-sur-Seine";3153;;
77;77483;77910;"Varreddes  ";1810;;
77;77484;77580;"Vaucourtois";202;;
77;77485;77123;"Le Vaudoué";717;;
77;77486;77141;"Vaudoy-en-Brie";675;;
77;77487;77000;"Vaux-le-Pénil  ";10688;;
77;77489;77710;"Vaux-sur-Lunain";192;;
77;77490;77440;"Vendrest";609;;
77;77491;77250;"Veneux-les-Sablons";4713;;
77;77492;77510;"Verdelot";653;;
77;77493;77390;"Verneuil-l'Étang";3135;;
77;77494;77670;"Vernou-la-Celle-sur-Seine";2499;;
77;77495;77240;"Vert-Saint-Denis ";7081;;
77;77496;77370;"Vieux-Champagne";190;;
77;77498;77450;"Vignely  ";159;;
77;77500;77710;"Villebéon";406;;
77;77501;77250;"Villecerf";738;;
77;77504;77710;"Villemaréchal";791;;
77;77505;77470;"Villemareuil";352;;
77;77506;77250;"Villemer";648;;
77;77507;77480;"Villenauxe-la-Petite";372;;
77;77508;77174;"Villeneuve-le-Comte";1683;;
77;77509;77154;"Villeneuve-les-Bordes";579;;
77;77510;77174;"Villeneuve-Saint-Denis";672;;
77;77511;77230;"Villeneuve-sous-Dammartin";534;;
77;77512;77510;"Villeneuve-sur-Bellot";1070;;
77;77513;77124;"Villenoy  ";3542;;
77;77514;77270;"Villeparisis";21296;;
77;77515;77410;"Villeroy";587;;
77;77516;77130;"Ville-Saint-Jacques";682;;
77;77517;77410;"Villevaudé";1599;;
77;77518;77190;"Villiers-en-Bière";196;;
77;77519;77560;"Villiers-Saint-Georges";1030;;
77;77520;77760;"Villiers-sous-Grez";764;;
77;77521;77580;"Villiers-sur-Morin";1527;;
77;77522;77114;"Villiers-sur-Seine";316;;
77;77523;77480;"Villuis";222;;
77;77524;77520;"Vimpelles";438;;
77;77525;77230;"Vinantes";287;;
77;77526;77139;"Vincy-Manœuvre";193;;
77;77527;77540;"Voinsles";500;;
77;77528;77950;"Voisenon  ";1027;;
77;77529;77580;"Voulangis";1261;;
77;77530;77560;"Voulton";293;;
77;77531;77940;"Voulx";1811;;
77;77532;77160;"Vulaines-lès-Provins";67;;
77;77533;77870;"Vulaines-sur-Seine";2065;;
77;77534;77390;"Yèbles";558;;
78;78003;78660;"Ablis";"3 142";"2 592";122
78;78005;78260;"Achères";"19 850";944;"2 103"
78;78006;78113;"Adainville";775;"1 016";77
78;78007;78240;"Aigremont";"1 063";300;355
78;78009;78660;"Allainville";305;"1 630";19
78;78010;78580;"Les Alluets-le-Roi";"1 209";739;164
78;78013;78770;"Andelu";461;396;117
78;78015;78570;"Andrésy";"12 558";691;"1 818"
78;78020;78790;"Arnouville-lès-Mantes";794;998;80
78;78029;78410;"Aubergenville";"12 126";883;"1 374"
78;78030;78610;"Auffargis";"1 940";"1 714";114
78;78031;78930;"Auffreville-Brasseuil";611;237;258
78;78033;78126;"Aulnay-sur-Mauldre";"1 145";223;514
78;78034;78770;"Auteuil";914;440;208
78;78036;78770;"Autouillet";453;493;92
78;78043;78870;"Bailly";"4 022";653;616
78;78048;78550;"Bazainville";"1 324";"1 203";111
78;78049;78580;"Bazemont";"1 536";659;234
78;78050;78490;"Bazoches-sur-Guyonne";576;566;102
78;78053;78910;"Béhoust";453;534;85
78;78057;78270;"Bennecourt";"1 763";695;254
78;78062;78650;"Beynes";"7 501";"1 856";405
78;78068;78270;"Blaru";924;"1 484";63
78;78070;78930;"Boinville-en-Mantois";290;493;59
78;78071;78660;"Boinville-le-Gaillard";572;"1 252";46
78;78072;78200;"Boinvilliers";266;359;75
78;78073;78390;"Bois-d'Arcy";"13 331";548;"2 433"
78;78076;78910;"Boissets";259;390;67
78;78077;78125;"La Boissière-École";771;"2 506";31
78;78082;78200;"Boissy-Mauvoisin";633;511;124
78;78084;78490;"Boissy-sans-Avoir";596;396;151
78;78087;78830;"Bonnelles";"2 078";"1 084";192
78;78089;78270;"Bonnières-sur-Seine";"4 049";766;529
78;78090;78410;"Bouafle";"2 161";692;313
78;78092;78380;"Bougival";"8 418";276;"3 050"
78;78096;78113;"Bourdonné";466;"1 076";44
78;78104;78930;"Breuil-Bois-Robert";696;375;186
78;78107;78980;"Bréval";"1 865";"1 138";164
78;78108;78610;"Les Bréviaires";969;"1 955";50
78;78113;78440;"Brueil-en-Vexin";640;734;88
78;78117;78530;"Buc";"5 502";807;682
78;78118;78200;"Buchelay";"2 256";494;457
78;78120;78830;"Bullion";"1 944";"2 090";94
78;78123;78955;"Carrières-sous-Poissy";"13 968";719;"1 943"
78;78124;78420;"Carrières-sur-Seine";"15 450";502;"3 078"
78;78125;78720;"La Celle-les-Bordes";914;"2 260";41
78;78126;78170;"La Celle-Saint-Cloud";"21 202";582;"3 643"
78;78128;78720;"Cernay-la-Ville";"1 652";977;170
78;78133;78240;"Chambourcy";"5 812";787;739
78;78138;78570;"Chanteloup-les-Vignes";"8 924";333;"2 680"
78;78140;78130;"Chapet";"1 177";510;231
78;78143;78117;"Châteaufort";"1 409";488;289
78;78146;78400;"Chatou";"29 472";508;"5 802"
78;78147;78270;"Chaufour-lès-Bonnières";406;302;135
78;78152;78450;"Chavenay";"1 840";603;306
78;78158;78150;"Le Chesnay";"29 542";424;"6 968"
78;78160;78460;"Chevreuse";"5 693";"1 342";425
78;78162;78460;"Choisel";518;873;60
78;78163;78910;"Civry-la-Forêt";330;940;36
78;78164;78120;"Clairefontaine-en-Yvelines";791;"1 722";46
78;78165;78340;"Les Clayes-sous-Bois";"17 078";611;"2 796"
78;78168;78310;"Coignières";"4 400";827;533
78;78171;78113;"Condé-sur-Vesgre";"1 039";"1 071";98
78;78172;78700;"Conflans-Sainte-Honorine";"33 671";990;"3 402"
78;78185;78790;"Courgent";393;202;195
78;78188;78270;"Cravent";380;613;62
78;78189;78121;"Crespières";"1 642";"1 491";111
78;78190;78290;"Croissy-sur-Seine";"10 067";344;"2 927"
78;78192;78111;"Dammartin-en-Serve";982;"1 398";71
78;78193;78720;"Dampierre-en-Yvelines";"1 162";"1 117";105
78;78194;78550;"Dannemarie";244;344;71
78;78196;78810;"Davron";390;595;66
78;78202;78440;"Drocourt";467;384;122
78;78206;78920;"Ecquevilly";"4 329";"1 127";385
78;78208;78990;"Élancourt";"27 577";851;"3 241"
78;78209;78125;"Émancé";791;"1 199";66
78;78217;78680;"Épône";"6 357";"1 277";498
78;78220;78690;"Les Essarts-le-Roi";"6 123";"1 932";317
78;78224;78620;"L'Étang-la-Ville";"4 742";538;882
78;78227;78740;"Évecquemont";766;250;307
78;78230;78410;"La Falaise";616;300;206
78;78231;78200;"Favrieux";128;318;41
78;78233;78810;"Feucherolles";"2 996";"1 285";234
78;78234;78200;"Flacourt";145;431;34
