"Région de Bruxelles";"Nom français";"Nom néerlandais";"Type";"Province";"Superficie (km²)";"Population (2008)";"Densité (hab./km²)";"Sections";"Carte"
"Région wallonne";"Jodoigne";"Geldenaken";"Ville";"Brabant wallon";"73,31";"12 763";174;"Dongelberg, Jauchelette, Jodoigne, Jodoigne-Souveraine, Lathuy, Mélin, Piétrain, Saint-Jean-Geest, Saint-Remy-Geest, Zétrud-Lumay";
"Région wallonne";"Juprelle";"Juprelle";"Commune";"Liège";"35,36";"8 619";244;"Fexhe-Slins, Juprelle, Lantin, Paifve, Slins, Villers-Saint-Siméon, Voroux-lez-Liers, Wihogne";
"Région wallonne";"Jurbise";"Jurbeke";"Commune";"Hainaut";"57,86";"9 746";168;"Erbaut, Erbisœul, Herchies, Jurbise, Masnuy-Saint-Jean, Masnuy-Saint-Pierre";
"Région wallonne";"La Calamine";"Kelmis";"Commune";"Liège";"18,12";"10 566";583;"Hergenrath, La Calamine, Neu-Moresnet";
"Région wallonne";"Lasne";"Lasne";"Commune";"Brabant wallon";"47,22";"14 043";297;"Couture-Saint-Germain, Lasne-Chapelle-Saint-Lambert, Maransart, Ohain, Plancenoit";
"Région wallonne";"Léglise";"Léglise";"Commune";"Luxembourg";"172,92";"4 341";25;"Assenois, Ebly, Léglise, Mellier, Vlessart, Witry";
"Région wallonne";"Lens";"Lens";"Commune";"Hainaut";"49,42";"4 119";83;"Bauffe, Cambron-Saint-Vincent, Lens, Lombise, Montignies-lez-Lens";
"Région wallonne";"Lessines";"Lessen";"Ville";"Hainaut";"72,29";"18 146";251;"Bois-de-Lessines, Deux-Acren, Ghoy, Lessines, Ogy, Ollignies, Papignies, Wannebecq";
"Région wallonne";"Leuze-en-Hainaut";"Leuze-en-Hainaut";"Ville";"Hainaut";"73,53";"13 331";181;"Blicquy, Chapelle-à-Oie, Chapelle-à-Wattines, Gallaix, Grandmetz, Pipaix, Thieulain, Tourpes, Willaupuis";
"Région wallonne";"Libin";"Libin";"Commune";"Luxembourg";"139,72";"4 707";34;"Anloy, Libin, Ochamps, Redu, Smuid, Transinne, Villance";
"Région wallonne";"Libramont-Chevigny";"Libramont-Chevigny";"Commune";"Luxembourg";"177,86";"10 052";57;"Bras, Freux, Libramont, Moircy, Recogne, Remagne, Sainte-Marie-Chevigny, Saint-Pierre";
"Région wallonne";"Liège";"Luik";"Ville";"Liège";"69,39";"190 102";"2 740";"Angleur, Bressoux, Chênée, Glain, Grivegnée, Jupille-sur-Meuse, Liège, Rocourt, Wandre";
"Région wallonne";"Lierneux";"Lierneux";"Commune";"Liège";"92,08";"3 366";37;"Arbrefontaine, Bra, Lierneux";
"Région wallonne";"Limbourg";"Limburg";"Ville";"Liège";"24,63";"5 680";231;"Bilstain, Goé, Limbourg";
"Région wallonne";"Lincent";"Lijsem";"Commune";"Liège";"14,75";"3 040";206;"Lincent, Pellaines, Racour";
"Région wallonne";"Lobbes";"Lobbes";"Commune";"Hainaut";"32,08";"5 585";174;"Bienne-lez-Happart, Lobbes, Mont-Sainte-Geneviève, Sars-la-Buissière";
"Région wallonne";"Lontzen";"Lontzen";"Commune";"Liège";"28,73";"5 267";183;"Herbesthal, Lontzen, Walhorn";
"Région wallonne";"La Louvière";"La Louvière";"Ville";"Hainaut";"64,24";"77 616";"1 208";"Boussoit, Haine-Saint-Paul, Haine-Saint-Pierre, Houdeng-Aimeries, Houdeng-Gœgnies, La Louvière, Maurage, Saint-Vaast, Strépy-Bracquegnies, Trivières";
"Région wallonne";"Malmedy";"Malmedy";"Ville";"Liège";"99,96";"11 943";119;"Bellevaux-Ligneuville, Bévercé, Malmedy";
"Région wallonne";"Manage";"Manage";"Commune";"Hainaut";"19,68";"22 460";"1 141";"Bellecourt, Bois-d'Haine, Fayt-lez-Manage, La Hestre, Manage";
"Région wallonne";"Manhay";"Manhay";"Commune";"Luxembourg";"119,81";"3 229";27;"Dochamps, Grandménil, Harre, Malempré, Odeigne, Vaux-Chavanne";
"Région wallonne";"Marche-en-Famenne";"Marche-en-Famenne";"Ville";"Luxembourg";"121,4";"17 134";141;"Aye, Hargimont, Humain, Marche-en-Famenne, Marloie, On, Roy, Waha";
"Région wallonne";"Marchin";"Marchin";"Commune";"Liège";30;"5 160";172;"Marchin, Vyle-et-Tharoul";
"Région wallonne";"Martelange";"Martelange";"Commune";"Luxembourg";"29,67";"1 566";53;"Martelange";
"Région wallonne";"Meix-devant-Virton";"Meix-devant-Virton";"Commune";"Luxembourg";"54,2";"2 724";50;"Gérouville, Meix-devant-Virton, Robelmont, Sommethonne, Villers-la-Loue";
"Région wallonne";"Merbes-le-Château";"Merbes-le-Château";"Commune";"Hainaut";"30,24";"4 119";136;"Fontaine-Valmont, Labuissière, Merbes-le-Château, Merbes-Sainte-Marie";
"Région wallonne";"Messancy";"Messancy";"Commune";"Luxembourg";"52,43";"7 620";145;"Habergy, Hondelange, Messancy, Sélange, Wolkrange";
"Région wallonne";"Mettet";"Mettet";"Commune";"Namur";"116,78";"12 233";105;"Biesme, Biesmerée, Ermeton-sur-Biert, Furnaux, Graux, Mettet, Oret, Saint-Gérard, Stave";
"Région wallonne";"Modave";"Modave";"Commune";"Liège";"40,37";"3 753";93;"Modave, Outrelouxhe, Strée, Vierset-Barse";
"Région wallonne";"Momignies";"Momignies";"Commune";"Hainaut";"85,58";"5 156";60;"Beauwelz, Forge-Philippe, Macon, Macquenoise, Momignies, Monceau-Imbrechies, Seloignes";
"Région wallonne";"Mons";"Bergen";"Ville";"Hainaut";"146,56";"91 152";622;"Ciply, Cuesmes, Flénu, Ghlin, Harmignies, Harveng, Havré, Hyon, Jemappes, Maisières, Mesvin, Mons, Nimy, Nouvelles, Obourg, Saint-Denis, Saint-Symphorien, Spiennes, Villers-Saint-Ghislain";
"Région wallonne";"Mont-de-l'Enclus";"Mont-de-l'Enclus";"Commune";"Hainaut";"26,93";"3 429";127;"Amougies, Anserœul, Orroir, Russeignies";
"Région wallonne";"Montigny-le-Tilleul";"Montigny-le-Tilleul";"Commune";"Hainaut";"15,1";"10 169";673;"Landelies, Montigny-le-Tilleul";
"Région wallonne";"Mont-Saint-Guibert";"Mont-Saint-Guibert";"Commune";"Brabant wallon";"18,63";"6 637";356;"Corbais, Hévillers, Mont-Saint-Guibert";
"Région wallonne";"Morlanwelz";"Morlanwelz";"Commune";"Hainaut";"20,26";"18 813";929;"Carnières, Mont-Sainte-Aldegonde, Morlanwelz-Mariemont";
"Région wallonne";"Mouscron";"Moeskroen";"Ville";"Hainaut";"40,08";"53 760";"1 341";"Dottignies, Herseaux, Luingne, Mouscron";
"Région wallonne";"Musson";"Musson";"Commune";"Luxembourg";"34,81";"4 296";123;"Musson, Mussy-la-Ville, Signeulx";
"Région wallonne";"Namur";"Namen";"Ville";"Namur";"175,69";"107 939";614;"Beez, Belgrade, Boninne, Bouge, Champion, Cognelée, Daussoulx, Dave, Erpent, Flawinne, Gelbressée, Jambes, Lives, Loyers, Malonne, Marche-les-Dames, Namur, Naninne, Saint-Marc, Saint-Servais, Suarlée, Temploux, Vedrin, Wépion, Wierde";
"Région wallonne";"Nandrin";"Nandrin";"Commune";"Liège";"35,9";"5 688";158;"Nandrin, Saint-Séverin, Villers-le-Temple, Yernée-Fraineux";
"Région wallonne";"Nassogne";"Nassogne";"Commune";"Luxembourg";"111,96";"5 093";45;"Ambly, Bande, Forrières, Grune, Harsin, Lesterny, Masbourg, Nassogne";
"Région wallonne";"Neufchâteau";"Neufchâteau";"Ville";"Luxembourg";"113,79";"6 700";59;"Grandvoir, Grapfontaine, Hamipré, Longlier, Neufchâteau, Tournay";
"Région wallonne";"Neupré";"Neupré";"Commune";"Liège";"31,69";"9 685";306;"Éhein, Neuville-en-Condroz, Plainevaux, Rotheux-Rimière";
"Région wallonne";"Nivelles";"Nijvel";"Ville";"Brabant wallon";"60,6";"25 035";413;"Baulers, Bornival, Monstreux, Nivelles, Thines";
"Région wallonne";"Ohey";"Ohey";"Commune";"Namur";"56,62";"4 697";83;"Évelette, Goesnes, Haillot, Jallet, Ohey, Perwez";
"Région wallonne";"Olne";"Olne";"Commune";"Liège";"15,99";"3 782";237;"Olne";
"Région wallonne";"Onhaye";"Onhaye";"Commune";"Namur";"65,53";"3 139";48;"Anthée, Falaën, Gerin, Onhaye, Serville, Sommière, Weillen";
"Région wallonne";"Oreye";"Oerle";"Commune";"Liège";"19,64";"3 549";181;"Bergilers, Grandville, Lens-sur-Geer, Oreye, Otrange";
"Région wallonne";"Orp-Jauche";"Orp-Jauche";"Commune";"Brabant wallon";"50,5";"8 054";159;"Énines, Folx-les-Caves, Jandrain-Jandrenouille, Jauche, Marilles, Noduwez, Orp-le-Grand";
"Région wallonne";"Ottignies-Louvain-la-Neuve";"Ottignies-Louvain-la-Neuve";"Ville";"Brabant wallon";"29,43";"30 283";"1 029";"Céroux-Mousty, Limelette, Louvain-la-Neuve, Ottignies";
"Région wallonne";"Ouffet";"Ouffet";"Commune";"Liège";"40,22";"2 613";65;"Ellemelle, Ouffet, Warzée";
"Région wallonne";"Oupeye";"Oupeye";"Commune";"Liège";"36,11";"23 669";655;"Haccourt, Hermalle-sous-Argenteau, Hermée, Heure-le-Romain, Houtain-Saint-Siméon, Oupeye, Vivegnis";
"Région wallonne";"Paliseul";"Paliseul";"Commune";"Luxembourg";"112,96";"5 089";45;"Carlsbourg, Fays-les-Veneurs, Framont, Maissin, Nollevaux, Offagne, Opont, Paliseul";
"Région wallonne";"Pecq";"Pecq";"Commune";"Hainaut";"32,91";"5 340";162;"Esquelmes, Hérinnes, Obigies, Pecq, Warcoing";
"Région wallonne";"Pepinster";"Pepinster";"Commune";"Liège";"24,79";"9 574";386;"Cornesse, Pepinster, Soiron, Wegnez";
"Région wallonne";"Péruwelz";"Péruwelz";"Ville";"Hainaut";"60,56";"16 941";280;"Baugnies, Bon-Secours, Braffe, Brasménil, Bury, Callenelle, Péruwelz, Roucourt, Wasmes-Audemez-Briffœil, Wiers";
"Région wallonne";"Perwez";"Perwijs";"Commune";"Brabant wallon";"50,81";"7 773";153;"Malèves-Sainte-Marie-Wastines, Orbais, Perwez, Thorembais-les-Béguines, Thorembais-Saint-Trond";
"Région wallonne";"Philippeville";"Philippeville";"Ville";"Namur";"156,71";"8 627";55;"Fagnolle, Franchimont, Jamagne, Jamiolle, Merlemont, Neuville, Omezée, Philippeville, Roly, Romedenne, Samart, Sart-en-Fagne, Sautour, Surice, Villers-en-Fagne, Villers-le-Gambon, Vodecée";
"Région wallonne";"Plombières";"Blieberg";"Commune";"Liège";"53,17";"9 781";184;"Gemmenich, Hombourg, Montzen, Moresnet, Sippenaeken";
"Région wallonne";"Pont-à-Celles";"Pont-à-Celles";"Commune";"Hainaut";"55,73";"16 467";295;"Buzet, Liberchies, Luttre, Obaix, Pont-à-Celles, Thiméon, Viesville";
"Région wallonne";"Profondeville";"Profondeville";"Commune";"Namur";"50,34";"11 501";228;"Arbre, Bois-de-Villers, Lesve, Lustin, Profondeville, Rivière";
"Région wallonne";"Quaregnon";"Quaregnon";"Commune";"Hainaut";"11,08";"18 789";"1 696";"Quaregnon, Wasmuel";
"Région wallonne";"Quévy";"Quévy";"Commune";"Hainaut";"65,16";"7 734";119;"Asquillies, Aulnois, Blaregnies, Bougnies, Genly, Givry, Gœgnies-Chaussée, Havay, Quévy-le-Grand, Quévy-le-Petit";
"Région wallonne";"Quiévrain";"Quiévrain";"Commune";"Hainaut";"21,22";"6 569";310;"Audregnies, Baisieux, Quiévrain";
"Région wallonne";"Raeren";"Raeren";"Commune";"Liège";"74,21";"10 312";139;"Eynatten, Hauset, Raeren";
"Région wallonne";"Ramillies";"Ramillies";"Commune";"Brabant wallon";"48,68";"5 945";122;"Autre-Église, Bomal, Geest-Gérompont-Petit-Rosière, Gérompont, Grand-Rosière-Hottomont, Huppaye, Mont-Saint-André, Ramillies-Offus";
"Région wallonne";"Rebecq";"Rebecq";"Commune";"Brabant wallon";"39,08";"10 237";262;"Bierghes, Quenast, Rebecq-Rognon";
"Région wallonne";"Remicourt";"Remicourt";"Commune";"Liège";"22,58";"5 191";230;"Hodeige, Lamine, Momalle, Pousset, Remicourt";
"Région wallonne";"Rendeux";"Rendeux";"Commune";"Luxembourg";"68,83";"2 358";34;"Beffe, Hodister, Marcourt, Rendeux";
"Région wallonne";"Rixensart";"Rixensart";"Commune";"Brabant wallon";"17,54";"21 571";"1 230";"Genval, Rixensart, Rosières";
"Région wallonne";"La Roche-en-Ardenne";"La Roche-en-Ardenne";"Ville";"Luxembourg";"147,52";"4 351";29;"Beausaint, Halleux, Hives, La Roche-en-Ardenne, Ortho, Samrée";
"Région wallonne";"Rochefort";"Rochefort";"Ville";"Namur";"165,27";"12 097";73;"Ave-et-Auffe, Buissonville, Éprave, Han-sur-Lesse, Jemelle, Lavaux-Sainte-Anne, Lessive, Mont-Gauthier, Rochefort, Villers-sur-Lesse, Wavreille";
"Région wallonne";"Le Rœulx";"Le Rœulx";"Ville";"Hainaut";"42,8";"8 019";187;"Gottignies, Le Rœulx, Mignault, Thieu, Ville-sur-Haine";
"Région wallonne";"Rouvroy";"Rouvroy";"Commune";"Luxembourg";"27,68";"2 067";75;"Couvreux, Dampicourt, Harnoncourt, Lamorteau, Montquintin, Torgny";
"Région wallonne";"Rumes";"Rumes";"Commune";"Hainaut";"23,72";"5 066";214;"La Glanerie, Rumes, Taintignies";
"Région wallonne";"Sainte-Ode";"Sainte-Ode";"Commune";"Luxembourg";"97,87";"2 345";24;"Amberloup, Lavacherie, Tillet";
"Région wallonne";"Saint-Georges-sur-Meuse";"Saint-Georges-sur-Meuse";"Commune";"Liège";"20,9";"6 571";314;"Saint-Georges-sur-Meuse";
"Région wallonne";"Saint-Ghislain";"Saint-Ghislain";"Ville";"Hainaut";"70,18";"22 708";324;"Baudour, Hautrage, Neufmaison, Saint-Ghislain, Sirault, Tertre, Villerot";
"Région wallonne";"Saint-Hubert";"Saint-Hubert";"Ville";"Luxembourg";"111,16";"5 811";52;"Arville, Awenne, Hatrival, Mirwart, Saint-Hubert, Vesqueville";
"Région wallonne";"Saint-Léger";"Saint-Léger";"Commune";"Luxembourg";"35,86";"3 200";89;"Châtillon, Meix-le-Tige, Saint-Léger";
"Région wallonne";"Saint-Nicolas";"Saint-Nicolas";"Commune";"Liège";"6,84";"22 600";"3 304";"Montegnée, Saint-Nicolas, Tilleur";
"Région wallonne";"Saint-Vith";"Sankt Vith";"Ville";"Liège";"146,93";"9 242";63;"Crombach, Lommersweiler, Recht, Sankt Vith (Saint-Vith), Schönberg";
"Région wallonne";"Sambreville";"Sambreville";"Commune";"Namur";"34,2";"27 170";794;"Arsimont, Auvelais, Falisolle, Keumiée, Moignelée, Tamines, Velaine";
"Région wallonne";"Seneffe";"Seneffe";"Commune";"Hainaut";"62,77";"10 729";171;"Arquennes, Familleureux, Feluy, Petit-Rœulx-lez-Nivelles, Seneffe";
"Région wallonne";"Seraing";"Seraing";"Ville";"Liège";"35,34";"61 657";"1 745";"Boncelles, Jemeppe, Ougrée, Seraing";
"Région wallonne";"Silly";"Opzullik";"Commune";"Hainaut";"67,68";"8 013";118;"Bassilly, Fouleng, Gondregnies, Graty, Hellebecq, Hoves, Silly, Thoricourt";
"Région wallonne";"Sivry-Rance";"Sivry-Rance";"Commune";"Hainaut";"72,97";"4 703";64;"Grandrieu, Montbliart, Rance, Sautin, Sivry";
"Région wallonne";"Soignies";"Zinnik";"Ville";"Hainaut";"110,3";"25 871";235;"Casteau, Chaussée-Notre-Dame-Louvignies, Horrues, Naast, Neufvilles, Soignies, Thieusies";
"Région wallonne";"Sombreffe";"Sombreffe";"Commune";"Namur";"35,78";"7 801";218;"Boignée, Ligny, Sombreffe, Tongrinne";
"Région wallonne";"Somme-Leuze";"Somme-Leuze";"Commune";"Namur";"95,09";"4 750";50;"Baillonville, Bonsin, Heure, Hogne, Nettinne, Noiseux, Sinsin, Somme-Leuze, Waillet";
"Région wallonne";"Soumagne";"Soumagne";"Commune";"Liège";"27,14";"15 747";580;"Ayeneux, Cerexhe-Heuseux, Évegnée, Mélen, Micheroux, Soumagne, Tignée";
"Région wallonne";"Spa";"Spa";"Commune";"Liège";"39,85";"10 549";265;"Spa";
"Région wallonne";"Sprimont";"Sprimont";"Commune";"Liège";"74,28";"13 211";178;"Dolembreux, Gomzé-Andoumont, Louveigné, Rouvreux, Sprimont";
"Région wallonne";"Stavelot";"Stavelot";"Ville";"Liège";"85,07";"6 705";79;"Francorchamps, Stavelot";
"Région wallonne";"Stoumont";"Stoumont";"Commune";"Liège";"108,45";"2 996";28;"Chevron, La Gleize, Lorcé, Rahier, Stoumont";
"Région wallonne";"Tellin";"Tellin";"Commune";"Luxembourg";"56,64";"2 399";42;"Bure, Grupont, Resteigne, Tellin";
"Région wallonne";"Tenneville";"Tenneville";"Commune";"Luxembourg";"91,81";"2 610";28;"Champlon, Erneuville, Tenneville";
"Région wallonne";"Theux";"Theux";"Commune";"Liège";"83,36";"11 763";141;"La Reid, Polleur, Theux";
"Région wallonne";"Thimister-Clermont";"Thimister-Clermont";"Commune";"Liège";"28,69";"5 430";189;"Clermont, Thimister";
"Région wallonne";"Thuin";"Thuin";"Ville";"Hainaut";"76,17";"14 675";193;"Biercée, Biesme-sous-Thuin, Donstiennes, Gozée, Leers-et-Fosteau, Ragnies, Thuillies, Thuin";
"Région wallonne";"Tinlot";"Tinlot";"Commune";"Liège";"37,12";"2 436";66;"Abée, Fraiture, Ramelot, Scry, Seny, Soheit-Tinlot";
"Région wallonne";"Tintigny";"Tintigny";"Commune";"Luxembourg";"81,79";"3 778";46;"Bellefontaine, Rossignol, Saint-Vincent";
"Région wallonne";"Tournai";"Doornik";"Ville";"Hainaut";"213,75";"68 193";319;"Barry, Beclers, Blandain, Chercq, Ere, Esplechin, Froidmont, Froyennes, Gaurain-Ramecroix, Havinnes, Hertain, Kain, Lamain, Marquain, Maulde, Melles, Mont-Saint-Aubert, Mourcourt, Orcq, Quartes, Ramegnies-Chin, Rumillies, Saint-Maur, Templeuve, Thimougies, Tournai, Vaulx, Vezon, Warchin, Willemeau";
"Région wallonne";"Trois-Ponts";"Trois-Ponts";"Commune";"Liège";"68,9";"2 529";37;"Basse-Bodeux, Fosse, Wanne";
"Région wallonne";"Trooz";"Trooz";"Commune";"Liège";"24,2";"7 731";319;"Forêt, Fraipont, Nessonvaux";
"Région wallonne";"Tubize";"Tubeke";"Commune";"Brabant wallon";"32,66";"22 945";703;"Clabecq, Oisquercq, Saintes, Tubize";
"Région wallonne";"Vaux-sur-Sûre";"Vaux-sur-Sûre";"Commune";"Luxembourg";"135,87";"4 876";36;"Hompré, Juseret, Morhet, Nives, Sibret, Vaux-lez-Rosières, Vaux-sur-Sûre";
"Région wallonne";"Verlaine";"Verlaine";"Commune";"Liège";"24,21";"3 690";152;"Bodegnée, Chapon-Seraing, Seraing-le-Château, Verlaine";
"Région wallonne";"Verviers";"Verviers";"Ville";"Liège";"33,07";"54 519";"1 649";"Ensival, Heusy, Lambermont, Petit-Rechain, Polleur, Stembert, Verviers";
"Région wallonne";"Vielsalm";"Vielsalm";"Commune";"Luxembourg";"139,76";"7 405";53;"Bihain, Grand-Halleux, Petit-Thier, Vielsalm";
"Région wallonne";"Villers-le-Bouillet";"Villers-le-Bouillet";"Commune";"Liège";"32,71";"6 175";189;"Fize-Fontaine, Vaux-et-Borset, Vieux-Waleffe, Villers-le-Bouillet, Warnant-Dreye";
"Région wallonne";"Villers-la-Ville";"Villers-la-Ville";"Commune";"Brabant wallon";"47,45";"9 853";208;"Marbais, Mellery, Sart-Dames-Avelines, Tilly, Villers-la-Ville";
"Région wallonne";"Viroinval";"Viroinval";"Commune";"Namur";"120,9";"5 739";47;"Dourbes, Le Mesnil, Mazée, Nismes, Oignies-en-Thiérache, Olloy-sur-Viroin, Treignes, Vierves-sur-Viroin";
"Région wallonne";"Virton";"Virton";"Ville";"Luxembourg";"94,49";"11 233";119;"Bleid, Èthe, Latour, Ruette, Saint-Mard, Virton";
"Région wallonne";"Visé";"Wezet";"Ville";"Liège";"27,99";"16 903";604;"Argenteau, Cheratte, Lanaye, Lixhe, Richelle, Visé";
"Région wallonne";"Vresse-sur-Semois";"Vresse-sur-Semois";"Commune";"Namur";"101,04";"2 801";28;"Alle, Bagimont, Bohan, Chairière, Laforêt, Membre, Mouzaive, Nafraiture, Orchimont, Pussemange, Sugny, Vresse-sur-Semois";
"Région wallonne";"Waimes";"Weismes";"Commune";"Liège";"96,93";"6 816";70;"Faymonville, Robertville, Waimes";
"Région wallonne";"Walcourt";"Walcourt";"Ville";"Namur";"123,18";"17 805";145;"Berzée, Castillon, Chastrès, Clermont, Fontenelle, Fraire, Gourdinne, Laneffe, Pry, Rognée, Somzée, Tarcienne, Thy-le-Château, Vogenée, Walcourt, Yves-Gomezée";
"Région wallonne";"Walhain";"Walhain";"Commune";"Brabant wallon";"37,94";"6 160";162;"Nil-Saint-Vincent-Saint-Martin, Tourinnes-Saint-Lambert, Walhain-Saint-Paul";
"Région wallonne";"Wanze";"Wanze";"Commune";"Liège";"43,95";"12 938";294;"Antheit, Bas-Oha, Huccorgne, Moha, Vinalmont, Wanze";
"Région wallonne";"Waremme";"Borgworm";"Ville";"Liège";"31,04";"14 306";461;"Bettincourt, Bleret, Bovenistier, Grand-Axhe, Lantremange, Oleye, Waremme";
"Région wallonne";"Wasseiges";"Wasseiges";"Commune";"Liège";"24,45";"2 582";106;"Acosse, Ambresin, Meeffe, Wasseiges";
"Région wallonne";"Waterloo";"Waterloo";"Commune";"Brabant wallon";"21,03";"29 448";"1 400";"Waterloo";
"Région wallonne";"Wavre";"Waver";"Ville";"Brabant wallon";"41,8";"32 784";784;"Bierges, Limal, Wavre";
"Région wallonne";"Welkenraedt";"Welkenraedt";"Commune";"Liège";"24,47";"9 343";382;"Henri-Chapelle, Welkenraedt";
"Région wallonne";"Wellin";"Wellin";"Commune";"Luxembourg";"67,52";"2 990";44;"Chanly, Halma, Lomprez, Sohier, Wellin";
"Région wallonne";"Yvoir";"Yvoir";"Commune";"Namur";"56,84";"8 610";151;"Dorinne, Durnal, Évrehailles, Godinne, Houx, Mont, Purnode, Spontin, Yvoir";
"Région flamande";"Aalter";"Aalter";"Commune";"Flandre-Orientale";"81,92";"19 501";238;"Aalter, Lotenhulle, Poeke, Bellem";
"Région flamande";"Aarschot";"Aarschot";"Ville";"Brabant flamand";"62,52";"28 405";454;"Aarschot, Gelrode, Langdorp, Rillaar";
"Région flamande";"Aartselaar";"Aartselaar";"Commune";"Anvers";"10,93";"14 290";"1 307";"Aartselaar";
"Région flamande";"Affligem";"Affligem";"Commune";"Brabant flamand";"17,7";"12 397";700;"Teralfene, Essene, Hekelgem";
"Région flamande";"Alken";"Alken";"Commune";"Limbourg";"28,14";"11 242";400;"Alken";
"Région flamande";"Alost";"Aalst";"Ville";"Flandre-Orientale";"78,12";"80 043";"1 025";"Alost, Gijzegem, Hofstade, Baardegem, Herdersem, Meldert, Moorsel, Erembodegem, Nieuwerkerken";
"Région flamande";"Alveringem";"Alveringem";"Commune";"Flandre-Occidentale";"80,01";"4 920";61;"Alveringem, Hoogstade, Oeren, Sint-Rijkers, Beveren, Gijverinkhove, Izenberge, Leisele, Stavele";
"Région flamande";"Anvers";"Antwerpen";"Ville";"Anvers";"204,51";"483 505";"2 364";"Districts : Anvers, Berendrecht-Zandvliet-Lillo, Deurne, Borgerhout, Merksem, Ekeren, Berchem, Wilrijk, Hoboken";
"Région flamande";"Anzegem";"Anzegem";"Commune";"Flandre-Occidentale";"41,79";"14 234";341;"Anzegem, Gijzelbrechtegem, Vichte, Tiegem, Ingooigem, Kaster";
"Région flamande";"Ardooie";"Ardooie";"Commune";"Flandre-Occidentale";"34,58";"9 053";262;"Ardooie, Koolskamp";
"Région flamande";"Arendonk";"Arendonk";"Commune";"Anvers";"55,38";"12 758";230;"Arendonk";
"Région flamande";"As";"As";"Commune";"Limbourg";"22,07";"7 785";353;"As, Niel-bij-As";
"Région flamande";"Asse";"Asse";"Commune";"Brabant flamand";"49,64";"30 228";609;"Asse, Bekkerzeel, Kobbegem, Mollem, Relegem, Zellik";
"Région flamande";"Assenede";"Assenede";"Commune";"Flandre-Orientale";"87,22";"13 806";158;"Assenede, Bassevelde, Boekhoute, Oosteeklo";
"Région flamande";"Audenarde";"Oudenaarde";"Ville";"Flandre-Orientale";"68,06";"29 702";436;"Audenarde, Bevere, Edelare, Eine, Ename, Heurne, Leupegem, Mater, Melden, Mullem, Nederename, Volkegem, Welden";
"Région flamande";"Avelgem";"Avelgem";"Commune";"Flandre-Occidentale";"21,75";"9 603";442;"Avelgem, Kerkhove, Waarmaarde, Outrijve, Bossuit";
"Région flamande";"Baerle-Duc";"Baarle-Hertog";"Commune";"Anvers";"7,48";"2 504";335;"Baerle-Duc";
"Région flamande";"Balen";"Balen";"Commune";"Anvers";"72,88";"21 022";288;"Balen, Olmen";
"Région flamande";"Beernem";"Beernem";"Commune";"Flandre-Occidentale";"71,68";"15 064";210;"Beernem, Oedelem, Sint-Joris";
"Région flamande";"Beerse";"Beerse";"Commune";"Anvers";"37,48";"17 003";454;"Beerse, Vlimmeren";
"Région flamande";"Beersel";"Beersel";"Commune";"Brabant flamand";"30,01";"23 903";797;"Beersel, Alsemberg, Tourneppe, Huizingen, Lot";
"Région flamande";"Begijnendijk";"Begijnendijk";"Commune";"Brabant flamand";"17,62";"9 812";557;"Begijnendijk, Betekom";
"Région flamande";"Bekkevoort";"Bekkevoort";"Commune";"Brabant flamand";"37,17";"5 968";161;"Bekkevoort, Molenbeek-Wersbeek, Assent";
"Région flamande";"Beringen";"Beringen";"Ville";"Limbourg";"78,3";"42 758";546;"Beringen, Beverlo, Koersel, Paal";
"Région flamande";"Berlaar";"Berlaar";"Commune";"Anvers";"24,57";"10 889";443;"Berlaar, Gestel";
"Région flamande";"Berlare";"Berlare";"Commune";"Flandre-Orientale";"37,82";"14 569";385;"Berlare, Overmere, Uitbergen";
"Région flamande";"Bertem";"Bertem";"Commune";"Brabant flamand";"29,75";"9 569";322;"Bertem, Korbeek-Dijle, Leefdaal";
"Région flamande";"Beveren";"Beveren";"Commune";"Flandre-Orientale";"150,18";"46 299";308;"Beveren, Doel, Haasdonk, Kallo, Kieldrecht, Melsele, Verrebroek, Vrasene";
"Région flamande";"Bierbeek";"Bierbeek";"Commune";"Brabant flamand";"39,73";"9 467";238;"Bierbeek, Korbeek-Lo, Lovenjoel, Opvelp";
"Région flamande";"Biévène";"Bever";"Commune";"Brabant flamand";"19,78";"2 133";108;"Biévène";
"Région flamande";"Bilzen";"Bilzen";"Ville";"Limbourg";"75,9";"30 882";407;"Bilzen, Beverst, Eigenbilzen, Grote-Spouwen, Hees, Kleine-Spouwen, Mopertingen, Munsterbilzen, Rijkhoven, Rosmeer, Waltwilder, Martenslinde, Hoelbeek";
"Région flamande";"Blankenberge";"Blankenberge";"Ville";"Flandre-Occidentale";"17,41";"18 907";"1 086";"Blankenberge, Uitkerke";
"Région flamande";"Bocholt";"Bocholt";"Commune";"Limbourg";"59,34";"12 636";213;"Bocholt, Kaulille, Reppel";
"Région flamande";"Boechout";"Boechout";"Commune";"Anvers";"20,66";"12 749";617;"Boechout, Vremde";
"Région flamande";"Bonheiden";"Bonheiden";"Commune";"Anvers";"29,27";"14 669";501;"Bonheiden, Rijmenam";
"Région flamande";"Boom";"Boom";"Commune";"Anvers";"7,37";"16 709";"2 267";"Boom";
"Région flamande";"Boortmeerbeek";"Boortmeerbeek";"Commune";"Brabant flamand";"18,64";"11 773";632;"Boortmeerbeek, Hever";
