"a";1;"Métro";"GARE DU NORD";"48146629";4;5;0;0;0;"Paris";10
"a";2;"Métro";"SAINT-LAZARE ";"46790941";3;9;12;13;14;"Paris";08
"a";3;"Métro";"GARE DE LYON ";"34523049";1;14;"A";;;"Paris";12
"a";4;"Métro";"MONTPARNASSE-BIENVENUE";"31152275";4;6;12;13;0;"Paris";14
"a";5;"Métro";"GARE DE L'EST";"19671320";4;5;7;0;0;"Paris";10
"a";6;"Métro";"REPUBLIQUE";"17095806";3;5;8;9;11;"Paris";11
"a";7;"Métro";"BIBLIOTHEQUE";"15826727";14;0;0;0;0;"Paris";13
"a";8;"Métro";"CHATELET";"14440964";1;4;7;11;14;"Paris";01
"a";9;"Métro";"LA DEFENSE";"13853216";1;0;0;0;0;"Puteaux";
"a";10;"Métro";"LES HALLES";"13113834";4;0;0;0;0;"Paris";01
"a";11;"Métro";"HOTEL DE VILLE";"12760823";1;11;0;0;0;"Paris";04
"a";12;"Métro";"FRANKLIN D. ROOSEVELT";"12640577";1;9;0;0;0;"Paris";08
"a";13;"Métro";"BASTILLE";"12517181";1;5;8;0;0;"Paris";12
"a";14;"Métro";"OPERA";"12389715";3;7;8;0;0;"Paris";09
"a";15;"Métro";"PLACE D'ITALIE";"12168442";5;6;7;0;0;"Paris";13
"a";16;"Métro";"BELLEVILLE";"11794952";2;11;0;0;0;"Paris";10
"a";17;"Métro";"PORTE D'ORLEANS";"9598097";4;0;0;0;0;"Paris";14
"a";18;"Métro";"PALAIS-ROYAL";"9559535";1;7;0;0;0;"Paris";01
"a";19;"Métro";"NATION";"9481963";1;2;6;9;0;"Paris";12
"a";20;"Métro";"BARBES-ROCHECHOUART";"9323474";2;4;0;0;0;"Paris";18
"a";21;"Métro";"PLACE CLICHY";"9255747";2;13;0;0;0;"Paris";17
"a";22;"Métro";"SAINT-MICHEL";"9159024";4;0;0;0;0;"Paris";05
"a";23;"Métro";"GARE D'AUSTERLITZ";"9063260";5;10;0;0;0;"Paris";13
"a";24;"Métro";"PORTE DE CLIGNANCOURT";"9000298";4;0;0;0;0;"Paris";18
"a";25;"Métro";"CHARLES DE GAULLE-ETOILE";"8980015";1;2;6;0;0;"Paris";08
"a";26;"Métro";"PORTE MAILLOT";"8852329";1;0;0;0;0;"Paris";16
"a";27;"Métro";"ESPLANADE DE LA DEFENSE";"8721277";1;0;0;0;0;"Puteaux";
"a";28;"Métro";"TROCADERO";"8455619";6;9;0;0;0;"Paris";16
"a";29;"Métro";"HAVRE-CAUMARTIN";"8343415";3;9;0;0;0;"Paris";09
"a";30;"Métro";"LA MOTTE-PICQUET-GRENELLE";"8099346";6;8;10;0;0;"Paris";15
"a";31;"Métro";"BIR-HAKEIM";"7825821";6;0;0;0;0;"Paris";15
"a";32;"Métro";"CHAUSSEE D'ANTIN-LA FAYETTE";"7778782";7;9;0;0;0;"Paris";09
"a";33;"Métro";"GAMBETTA";"7576845";3;"3bis";0;0;0;"Paris";20
"a";34;"Métro";"MADELEINE";"7412746";8;12;14;0;0;"Paris";08
"a";35;"Métro";"AUBERVILLIERS-PANTIN-QUATRE CHEMINS";"7356008";7;0;0;0;0;"Aubervilliers";
"a";36;"Métro";"STRASBOURG-SAINT-DENIS";"7346063";4;8;9;0;0;"Paris";02
"a";37;"Métro";"OLYMPIADES";"7245724";14;0;0;0;0;"Paris";13
"a";38;"Métro";"CRIMEE";"7183997";7;0;0;0;0;"Paris";19
"a";39;"Métro";"INVALIDES";"6931062";8;13;0;0;0;"Paris";07
"a";40;"Métro";"STALINGRAD";"6906194";2;5;7;0;0;"Paris";19
"a";41;"Métro";"LA CHAPELLE";"6903632";2;0;0;0;0;"Paris";09
"a";42;"Métro";"MAIRIE DE CLICHY";"6892451";13;0;0;0;0;"Clichy";
"a";43;"Métro";"CONCORDE";"6866631";1;8;12;0;0;"Paris";08
"a";44;"Métro";"GRANDS BOULEVARDS";"6826718";8;9;0;0;0;"Paris";09
"a";45;"Métro";"CHATEAU ROUGE";"6798017";4;0;0;0;0;"Paris";18
"a";46;"Métro";"PONT DE NEUILLY";"6794402";1;0;0;0;0;"Neuilly Sur Seine";
"a";47;"Métro";"BOBIGNY-PABLO PICASSO";"6722182";5;0;0;0;0;"Bobigny";
"a";48;"Métro";"ANVERS";"6667509";2;0;0;0;0;"Paris";18
"a";49;"Métro";"CHATILLON-MONTROUGE";"6540563";13;0;0;0;0;"Chatillon";
"a";50;"Métro";"GALLIENI";"6314009";3;0;0;0;0;"Bagnolet";
"a";51;"Métro";"MAIRIE DE MONTREUIL";"6300355";9;0;0;0;0;"Montreuil";
"a";52;"Métro";"PORTE DE VERSAILLES";"6275922";12;0;0;0;0;"Paris";15
"a";53;"Métro";"SAINT-PAUL";"6265848";1;0;0;0;0;"Paris";04
"a";54;"Métro";"ODEON";"6239672";4;10;0;0;0;"Paris";06
"a";55;"Métro";"VILLIERS";"6193182";2;3;0;0;0;"Paris";17
"a";56;"Métro";"GEORGE V";"6192199";1;0;0;0;0;"Paris";08
"a";57;"Métro";"PIGALLE";"6172069";2;12;0;0;0;"Paris";18
"a";58;"Métro";"MARCADET-POISSONNIERS";"6064992";4;12;0;0;0;"Paris";18
"a";59;"Métro";"JAURES";"6046012";2;5;"7bis";0;0;"Paris";19
"a";60;"Métro";"SAINT-MANDE-TOURELLE";"5973612";1;0;0;0;0;"Saint Mandé";
"a";61;"Métro";"REAUMUR-SEBASTOPOL";"5860077";3;4;0;0;0;"Paris";03
"a";62;"Métro";"MARCEL SEMBAT";"5816044";9;0;0;0;0;"Boulogne Billancourt";
"a";63;"Métro";"CONVENTION";"5780845";12;0;0;0;0;"Paris";15
"a";64;"Métro";"MIROMESNIL";"5769023";9;13;0;0;0;"Paris";08
"a";65;"Métro";"LA COURNEUVE-8 MAI 1945";"5707118";7;0;0;0;0;"La Courneuve";
"a";66;"Métro";"VILLEJUIF-LOUIS ARAGON";"5650185";7;0;0;0;0;"Villejuif";
"a";67;"Métro";"SEVRES-BABYLONE";"5618445";10;12;0;0;0;"Paris";07
"a";68;"Métro";"BERCY";"5565249";6;14;0;0;0;"Paris";12
"a";69;"Métro";"COUR SAINT-EMILION";"5550822";14;0;0;0;0;"Paris";12
"a";70;"Métro";"REUILLY-DIDEROT";"5451933";1;8;0;0;0;"Paris";12
"a";71;"Métro";"DAUMESNIL";"5435445";6;8;0;0;0;"Paris";12
"a";72;"Métro";"LES SABLONS";"5430088";1;0;0;0;0;"Neuilly Sur Seine";
"a";73;"Métro";"BASILIQUE DE SAINT-DENIS";"5415515";13;0;0;0;0;"Saint Denis";
"a";74;"Métro";"GABRIEL PERI";"5377830";13;0;0;0;0;"Asnières";
"a";75;"Métro";"SAINT-DENIS-UNIVERSITE";"5365746";13;0;0;0;0;"Saint Denis";
"a";76;"Métro";"ALESIA";"5317934";4;0;0;0;0;"Paris";14
"a";77;"Métro";"RICHELIEU-DROUOT";"5297670";8;9;0;0;0;"Paris";09
"a";78;"Métro";"VOLTAIRE";"5273953";9;0;0;0;0;"Paris";11
"a";79;"Métro";"HOCHE";"5217935";5;0;0;0;0;"Pantin";
"a";80;"Métro";"BONNE NOUVELLE";"5196140";8;9;0;0;0;"Paris";10
"a";81;"Métro";"PASTEUR";"5089504";6;12;0;0;0;"Paris";09
"a";82;"Métro";"PONT DE LEVALLOIS-BECON";"5085695";3;0;0;0;0;"Levallois-Perret";
"a";83;"Métro";"PYRAMIDES";"5084082";7;14;0;0;0;"Paris";01
