code postal,insee,article,ville,ARTICLE,VILLE,libelle,region,nom region,dep,nom dep,longitude,latitude,codex,metaphone
15320,15034,,Chaliers,,CHALIERS,CHALIERS,83,AUVERGNE,15,Cantal,44.956747,3.227196,C462,XLRS
15170,15035,,Chalinargues,,CHALINARGUES,CHALINARGUES,83,AUVERGNE,15,Cantal,45.155004,2.931614,C456,XLNRKS
15200,15036,,Chalvignac,,CHALVIGNAC,CHALVIGNAC,83,AUVERGNE,15,Cantal,45.240955,2.2458,C412,XLFNK
15350,15037,,Champagnac,,CHAMPAGNAC,CHAMPAGNAC,83,AUVERGNE,15,Cantal,45.356965,2.398875,C512,XMPNK
15270,15038,,Champs-sur-Tarentaine-Marchal,,CHAMPS-SUR-TARENTAINE-MARCHAL,CHAMPS SUR TARENTAINE MARCHAL,83,AUVERGNE,15,Cantal,45.395535,2.56123,C512,XMPSSRTRNTNMRXL
15190,15040,,Chanterelle,,CHANTERELLE,CHANTERELLE,83,AUVERGNE,15,Cantal,45.379194,2.813899,C536,XNTRL
15300,15041,La,Chapelle-d'Alagnon,LA,CHAPELLE-D'ALAGNON,LA CHAPELLE D ALAGNON,83,AUVERGNE,15,Cantal,45.1071708,2.8966869,C143,XPLTLNNL
15500,15042,La,Chapelle-Laurent,LA,CHAPELLE-LAURENT,LA CHAPELLE LAURENT,83,AUVERGNE,15,Cantal,45.1780198,3.243268,C144,XPLLRNTL
15500,15043,,Charmensac,,CHARMENSAC,CHARMENSAC,83,AUVERGNE,15,Cantal,45.216697,3.087807,C655,XRMNSK
15300,15044,,Chastel-sur-Murat,,CHASTEL-SUR-MURAT,CHASTEL SUR MURAT,83,AUVERGNE,15,Cantal,45.124581,2.857251,C234,XSTLSRMRT
15110,15045,,Chaudes-Aigues,,CHAUDES-AIGUES,CHAUDES AIGUES,83,AUVERGNE,15,Cantal,44.856796,3.008177,C322,XTSKS
15700,15046,,Chaussenac,,CHAUSSENAC,CHAUSSENAC,83,AUVERGNE,15,Cantal,45.177615,2.278325,C252,XSNK
15300,15047,,Chavagnac,,CHAVAGNAC,CHAVAGNAC,83,AUVERGNE,15,Cantal,45.152761,2.882613,C125,XFNK
15500,15048,,Chazelles,,CHAZELLES,CHAZELLES,83,AUVERGNE,15,Cantal,45.104399,3.335712,C242,XSLS
15400,15049,,Cheylade,,CHEYLADE,CHEYLADE,83,AUVERGNE,15,Cantal,45.210414,2.716899,C430,XLT
15400,15050,Le,Claux,LE,CLAUX,LE CLAUX,83,AUVERGNE,15,Cantal,45.1604092,2.7063257,C424,KLKSL
15320,15051,,Clavières,,CLAVIERES,CLAVIERES,83,AUVERGNE,15,Cantal,44.985865,3.27499,C416,KLFRS
15400,15052,,Collandres,,COLLANDRES,COLLANDRES,83,AUVERGNE,15,Cantal,45.235225,2.659442,C453,KLNTRS
15170,15053,,Coltines,,COLTINES,COLTINES,83,AUVERGNE,15,Cantal,45.09347,2.988035,C435,KLTNS
15190,15054,,Condat,,CONDAT,CONDAT,83,AUVERGNE,15,Cantal,45.3406091,2.7575415,C533,KNTT
15100,15055,,Coren,,COREN,COREN,83,AUVERGNE,15,Cantal,45.0774082,3.1072374,C650,KRN
15250,15056,,Crandelles,,CRANDELLES,CRANDELLES,83,AUVERGNE,15,Cantal,44.9600389,2.3419177,C653,KRNTLS
15150,15057,,Cros-de-Montvert,,CROS-DE-MONTVERT,CROS DE MONTVERT,83,AUVERGNE,15,Cantal,45.0538171,2.1470939,C623,KRSTMNTFRT
15130,15058,,Cros-de-Ronesque,,CROS-DE-RONESQUE,CROS DE RONESQUE,83,AUVERGNE,15,Cantal,44.8732416,2.6101895,C623,KRSTRNSK
15430,15059,,Cussac,,CUSSAC,CUSSAC,83,AUVERGNE,15,Cantal,44.9831957,2.9332243,C220,KSK
15110,15060,,Deux-Verges,,DEUX-VERGES,DEUX VERGES,83,AUVERGNE,15,Cantal,44.8064949,3.0235019,D216,TKSFRJS
15300,15061,,Dienne,,DIENNE,DIENNE,83,AUVERGNE,15,Cantal,45.1583275,2.7872453,D500,TN
15140,15063,,Drugeac,,DRUGEAC,DRUGEAC,83,AUVERGNE,15,Cantal,45.1666951,2.3855161,D622,TRJK
15700,15064,,Escorailles,,ESCORAILLES,ESCORAILLES,83,AUVERGNE,15,Cantal,45.1737109,2.3295256,E264,ASKRLS
15110,15065,,Espinasse,,ESPINASSE,ESPINASSE,83,AUVERGNE,15,Cantal,44.8713378,2.9434332,E215,ASPNS
15380,15066,Le,Falgoux,LE,FALGOUX,LE FALGOUX,83,AUVERGNE,15,Cantal,45.1548464,2.6233507,F422,FLKKSL
15140,15067,Le,Fau,LE,FAU,LE FAU,83,AUVERGNE,15,Cantal,45.1018355,2.5836102,F400,FL
15320,15068,,Faverolles,,FAVEROLLES,FAVEROLLES,83,AUVERGNE,15,Cantal,44.9403924,3.14679,F164,FFRLS
15170,15069,,Ferrières-Saint-Mary,,FERRIERES-SAINT-MARY,FERRIERES ST MARY,83,AUVERGNE,15,Cantal,45.1832413,3.0580198,F662,FRRSSNTMR
15140,15070,,Fontanges,,FONTANGES,FONTANGES,83,AUVERGNE,15,Cantal,45.1137666,2.503434,F535,FNTNJS
15600,15071,,Fournoulès,,FOURNOULES,FOURNOULES,83,AUVERGNE,15,Cantal,44.6761095,2.276465,F654,FRNLS
15310,15072,,Freix-Anglards,,FREIX-ANGLARDS,FREIX ANGLARDS,83,AUVERGNE,15,Cantal,45.0215453,2.386621,F625,FRKSNKLRTS
15110,15073,,Fridefont,,FRIDEFONT,FRIDEFONT,83,AUVERGNE,15,Cantal,44.9018708,3.0863557,F631,FRTFNT
15130,15074,,Giou-de-Mamou,,GIOU-DE-MAMOU,GIOU DE MAMOU,83,AUVERGNE,15,Cantal,44.9313588,2.5129192,G355,JTMM
15310,15075,,Girgols,,GIRGOLS,GIRGOLS,83,AUVERGNE,15,Cantal,45.0388577,2.4807309,G624,JRKLS
15150,15076,,Glénat,,GLENAT,GLENAT,83,AUVERGNE,15,Cantal,44.9015978,2.1812802,G453,KLNT
15230,15077,,Gourdièges,,GOURDIEGES,GOURDIEGES,83,AUVERGNE,15,Cantal,44.9372627,2.8813904,G632,KRTJS
15110,15078,,Jabrun,,JABRUN,JABRUN,83,AUVERGNE,15,Cantal,44.8079249,2.960895,J165,JPRN
15200,15079,,Jaleyrac,,JALEYRAC,JALEYRAC,83,AUVERGNE,15,Cantal,45.2646719,2.3705957,J462,JLRK
15170,15080,,Joursac,,JOURSAC,JOURSAC,83,AUVERGNE,15,Cantal,45.141854,3.0056887,J622,JRSK
15800,15081,,Jou-sous-Monjou,,JOU-SOUS-MONJOU,JOU SOUS MONJOU,83,AUVERGNE,15,Cantal,44.9386312,2.6642364,J225,JSSMNJ
15120,15082,,Junhac,,JUNHAC,JUNHAC,83,AUVERGNE,15,Cantal,44.713133,2.4526225,J520,JNK
15250,15083,,Jussac,,JUSSAC,JUSSAC,83,AUVERGNE,15,Cantal,44.9877404,2.421043,J220,JSK
15120,15084,,Labesserette,,LABESSERETTE,LABESSERETTE,83,AUVERGNE,15,Cantal,44.7426907,2.4600896,L126,LPSRT
15130,15085,,Labrousse,,LABROUSSE,LABROUSSE,83,AUVERGNE,15,Cantal,44.8567026,2.5413897,L162,LPRS
15230,15086,,Lacapelle-Barrès,,LACAPELLE-BARRES,LACAPELLE BARRES,83,AUVERGNE,15,Cantal,44.9335079,2.7213249,L214,LKPLPRS
15120,15087,,Lacapelle-del-Fraisse,,LACAPELLE-DEL-FRAISSE,LACAPELLE DEL FRAISSE,83,AUVERGNE,15,Cantal,44.7798457,2.4361147,L214,LKPLTLFRS
15150,15088,,Lacapelle-Viescamp,,LACAPELLE-VIESCAMP,LACAPELLE VIESCAMP,83,AUVERGNE,15,Cantal,44.9233137,2.2642061,L214,LKPLFSKMP
15120,15089,,Ladinhac,,LADINHAC,LADINHAC,83,AUVERGNE,15,Cantal,44.7547947,2.5089461,L352,LTNK
15130,15090,,Lafeuillade-en-Vézie,,LAFEUILLADE-EN-VEZIE,LAFEUILLADE EN VEZIE,83,AUVERGNE,15,Cantal,44.7879827,2.458983,L143,LFLTNFS
15160,15091,,Landeyrat,,LANDEYRAT,LANDEYRAT,83,AUVERGNE,15,Cantal,45.2734497,2.8644791,L536,LNTRT
15270,15092,,Lanobre,,LANOBRE,LANOBRE,83,AUVERGNE,15,Cantal,45.4365253,2.5347559,L516,LNPR
15120,15093,,Lapeyrugue,,LAPEYRUGUE,LAPEYRUGUE,83,AUVERGNE,15,Cantal,44.7285155,2.5427282,L162,LPRK
15150,15094,,Laroquebrou,,LAROQUEBROU,LAROQUEBROU,83,AUVERGNE,15,Cantal,44.9679259,2.1900999,L621,LRKPR
15250,15095,,Laroquevieille,,LAROQUEVIEILLE,LAROQUEVIEILLE,83,AUVERGNE,15,Cantal,45.0158442,2.5114356,L621,LRKFL
15590,15096,,Lascelle,,LASCELLE,LASCELLE MANDAILLES,83,AUVERGNE,15,Cantal,45.022849,2.580426,L240,LSL
15500,15097,,Lastic,,LASTIC,LASTIC,83,AUVERGNE,15,Cantal,45.1126515,3.2101795,L232,LSTK
15500,15098,,Laurie,,LAURIE,LAURIE,83,AUVERGNE,15,Cantal,45.2759005,3.0984509,L600,LR
15260,15099,,Lavastrie,,LAVASTRIE,LAVASTRIE,83,AUVERGNE,15,Cantal,44.9345052,3.0414586,L123,LFSTR
15300,15100,,Laveissenet,,LAVEISSENET,LAVEISSENET,83,AUVERGNE,15,Cantal,45.0817609,2.8879758,L125,LFSNT
15300,15101,,Laveissière,,LAVEISSIERE,LAVEISSIERE,83,AUVERGNE,15,Cantal,45.1157841,2.8069434,L126,LFSR
15300,15102,,Lavigerie,,LAVIGERIE,LAVIGERIE,83,AUVERGNE,15,Cantal,45.1382236,2.7479965,L126,LFJR
15120,15103,,Leucamp,,LEUCAMP,LEUCAMP,83,AUVERGNE,15,Cantal,44.7782912,2.5330621,L251,LKMP
15600,15104,,Leynhac,,LEYNHAC,LEYNHAC,83,AUVERGNE,15,Cantal,44.7396172,2.299872,L520,LNK
43450,15105,,Leyvaux,,LEYVAUX,LEYVAUX,83,AUVERGNE,15,Cantal,45.315932,3.077318,L120,LFKS
15110,15106,,Lieutadès,,LIEUTADES,LIEUTADES,83,AUVERGNE,15,Cantal,44.8397792,2.8991365,L332,LTTS
15320,15107,,Lorcières,,LORCIERES,LORCIERES,83,AUVERGNE,15,Cantal,44.9577005,3.2754953,L626,LRSRS
15320,15108,,Loubaresse,,LOUBARESSE,LOUBARESSE,83,AUVERGNE,15,Cantal,44.9339527,3.2111681,L162,LPRS
15190,15110,,Lugarde,,LUGARDE,LUGARDE,83,AUVERGNE,15,Cantal,45.2880657,2.7612727,L263,LKRT
15210,15111,,Madic,,MADIC,MADIC,83,AUVERGNE,15,Cantal,45.3790152,2.4581354,M320,MTK
15230,15112,,Malbo,,MALBO,MALBO,83,AUVERGNE,15,Cantal,44.9741961,2.7567086,M410,MLP
15590,15113,,Mandailles-Saint-Julien,,MANDAILLES-SAINT-JULIEN,MANDAILLES ST JULIEN,83,AUVERGNE,15,Cantal,45.0674208,2.6567141,M534,MNTLSSNTJLN
15190,15114,,Marcenat,,MARCENAT,MARCENAT,83,AUVERGNE,15,Cantal,45.304938,2.8282287,M625,MRSNT
15400,15116,,Marchastel,,MARCHASTEL,MARCHASTEL,83,AUVERGNE,15,Cantal,45.2828528,2.7247921,M622,MRXSTL
15220,15117,,Marcolès,,MARCOLES,MARCOLES,83,AUVERGNE,15,Cantal,44.7818591,2.3525457,M624,MRKLS
15250,15118,,Marmanhac,,MARMANHAC,MARMANHAC,83,AUVERGNE,15,Cantal,45.004031,2.4826233,M655,MRMNK
15500,15119,,Massiac,,MASSIAC,MASSIAC,83,AUVERGNE,15,Cantal,45.2510473,3.1970166,M220,MSK
15200,15120,,Mauriac,,MAURIAC,MAURIAC,83,AUVERGNE,15,Cantal,45.2184208,2.3316107,M620,MRK
15110,15121,,Maurines,,MAURINES,MAURINES,83,AUVERGNE,15,Cantal,44.8709041,3.0848735,M652,MRNS
15600,15122,,Maurs,,MAURS,MAURS,83,AUVERGNE,15,Cantal,44.7106609,2.1981045,M620,MRS
15200,15123,,Méallet,,MEALLET,MEALLET,83,AUVERGNE,15,Cantal,45.2554153,2.430129,M430,MLT
15400,15124,,Menet,,MENET,MENET,83,AUVERGNE,15,Cantal,45.2960773,2.5855801,M530,MNT
15100,15125,,Mentières,,MENTIERES,MENTIERES,83,AUVERGNE,15,Cantal,45.069782,3.1375004,M536,MNTRS
15500,15126,,Molèdes,,MOLEDES,MOLEDES,83,AUVERGNE,15,Cantal,45.2627443,3.0391952,M432,MLTS
15500,15127,,Molompize,,MOLOMPIZE,MOLOMPIZE,83,AUVERGNE,15,Cantal,45.2298419,3.1270128,M451,MLMPS
15240,15128,La,Monselie,LA,MONSELIE,LA MONSELIE,83,AUVERGNE,15,Cantal,45.3227836,2.554881,M524,MNSLL
15190,15129,,Montboudif,,MONTBOUDIF,MONTBOUDIF,83,AUVERGNE,15,Cantal,45.3710706,2.731516,M531,MNTPTF
15100,15130,,Montchamp,,MONTCHAMP,MONTCHAMP,83,AUVERGNE,15,Cantal,45.0708961,3.2029775,M532,MNXMP
15240,15131,Le,Monteil,LE,MONTEIL,LE MONTEIL,83,AUVERGNE,15,Cantal,45.298006,2.499941,M534,MNTLL
15190,15132,,Montgreleix,,MONTGRELEIX,MONTGRELEIX,83,AUVERGNE,15,Cantal,45.3443166,2.8701292,M532,MNTKRLKS
15600,15133,,Montmurat,,MONTMURAT,MONTMURAT,83,AUVERGNE,15,Cantal,44.628883,2.20158,M535,MNTMRT
15120,15134,,Montsalvy,,MONTSALVY,MONTSALVY,83,AUVERGNE,15,Cantal,44.7080896,2.5006898,M532,MNTSLF
15150,15135,,Montvert,,MONTVERT,MONTVERT,83,AUVERGNE,15,Cantal,44.9942152,2.1608274,M531,MNTFRT
15340,15136,,Mourjou,,MOURJOU,MOURJOU,83,AUVERGNE,15,Cantal,44.6907773,2.329769,M620,MRJ
15380,15137,,Moussages,,MOUSSAGES,MOUSSAGES,83,AUVERGNE,15,Cantal,45.237761,2.4713595,M222,MSJS
15300,15138,,Murat,,MURAT,MURAT,83,AUVERGNE,15,Cantal,45.1120191,2.8688096,M630,MRT
15230,15139,,Narnhac,,NARNHAC,NARNHAC,83,AUVERGNE,15,Cantal,44.9285728,2.7787028,N652,NRNK
15000,15140,,Naucelles,,NAUCELLES,NAUCELLES,83,AUVERGNE,15,Cantal,44.9598209,2.4165558,N242,NSLS
15250,15140,,Naucelles,,NAUCELLES,NAUCELLES,83,AUVERGNE,15,Cantal,44.9598209,2.4165558,N242,NSLS
15170,15141,,Neussargues-Moissac,,NEUSSARGUES-MOISSAC,NEUSSARGUES MOISSAC,83,AUVERGNE,15,Cantal,45.1454156,2.9723602,N262,NSRKSMSK
15260,15142,,Neuvéglise,,NEUVEGLISE,NEUVEGLISE,83,AUVERGNE,15,Cantal,44.9279145,2.9835857,N124,NFKLS
15150,15143,,Nieudan,,NIEUDAN,NIEUDAN,83,AUVERGNE,15,Cantal,44.982726,2.2428438,N350,NTN
15290,15144,,Omps,,OMPS,OMPS,83,AUVERGNE,15,Cantal,44.8781426,2.2775441,O512,AMPS
15260,15145,,Oradour,,ORADOUR,ORADOUR,83,AUVERGNE,15,Cantal,44.9189819,2.9342487,O636,ARTR
15800,15146,,Pailherols,,PAILHEROLS,PAILHEROLS,83,AUVERGNE,15,Cantal,44.9505404,2.6846218,P464,PLRLS
15290,15147,,Parlan,,PARLAN,PARLAN,83,AUVERGNE,15,Cantal,44.8289769,2.1724678,P645,PRLN
15430,15148,,Paulhac,,PAULHAC,PAULHAC,83,AUVERGNE,15,Cantal,45.0065986,2.9051294,P420,PLK
15230,15149,,Paulhenc,,PAULHENC,PAULHENC,83,AUVERGNE,15,Cantal,44.8888923,2.816879,P452,PLNK
15290,15150,,Pers,,PERS,PERS,83,AUVERGNE,15,Cantal,44.8879571,2.2384238,P620,PRS
15170,15151,,Peyrusse,,PEYRUSSE,PEYRUSSE,83,AUVERGNE,15,Cantal,45.2023942,3.0287122,P620,PRS
15230,15152,,Pierrefort,,PIERREFORT,PIERREFORT,83,AUVERGNE,15,Cantal,44.9208623,2.8398194,P616,PRFRT
15700,15153,,Pleaux,,PLEAUX,PLEAUX,83,AUVERGNE,15,Cantal,45.1343072,2.2260625,P420,PLKS
15800,15154,,Polminhac,,POLMINHAC,POLMINHAC,83,AUVERGNE,15,Cantal,44.9518677,2.5758293,P455,PLMNK
15160,15155,,Pradiers,,PRADIERS,PRADIERS,83,AUVERGNE,15,Cantal,45.269668,2.9244306,P636,PRTRS
15130,15156,,Prunet,,PRUNET,PRUNET,83,AUVERGNE,15,Cantal,44.8201289,2.4607926,P653,PRNT
15600,15157,,Quézac,,QUEZAC,QUEZAC,83,AUVERGNE,15,Cantal,44.7477812,2.1881106,Q220,KSK
15500,15158,,Rageade,,RAGEADE,RAGEADE,83,AUVERGNE,15,Cantal,45.1042478,3.2769115,R230,RJT
15800,15159,,Raulhac,,RAULHAC,RAULHAC,83,AUVERGNE,15,Cantal,44.8991221,2.6556664,R420,RLK
15250,15160,,Reilhac,,REILHAC,REILHAC,83,AUVERGNE,15,Cantal,44.9734969,2.4221412,R420,RLK
15170,15161,,Rézentières,,REZENTIERES,REZENTIERES,83,AUVERGNE,15,Cantal,45.1335996,3.1033522,R253,RSNTRS
15400,15162,,Riom-ès-Montagnes,,RIOM-ES-MONTAGNES,RIOM ES MONTAGNES,83,AUVERGNE,15,Cantal,45.2816545,2.6596005,R525,RMSMNTNS
15220,15163,,Roannes-Saint-Mary,,ROANNES-SAINT-MARY,ROANNES ST MARY,83,AUVERGNE,15,Cantal,44.8563089,2.389401,R525,RNSSNTMR
15100,15164,,Roffiac,,ROFFIAC,ROFFIAC,83,AUVERGNE,15,Cantal,45.0524536,3.0389291,R120,RFK
15150,15165,,Rouffiac,,ROUFFIAC,ROUFFIAC,83,AUVERGNE,15,Cantal,45.0227977,2.137099,R120,RFK
15290,15166,,Roumégoux,,ROUMEGOUX,ROUMEGOUX,83,AUVERGNE,15,Cantal,44.8565591,2.1993121,R522,RMKKS
15600,15167,,Rouziers,,ROUZIERS,ROUZIERS,83,AUVERGNE,15,Cantal,44.7933967,2.2086043,R262,RSRS
15320,15168,,Ruynes-en-Margeride,,RUYNES-EN-MARGERIDE,RUYNES EN MARGERIDE,83,AUVERGNE,15,Cantal,45.0024688,3.2233475,R525,RNSNMRKRT
15240,15169,,Saignes,,SAIGNES,SAIGNES,83,AUVERGNE,15,Cantal,45.3349385,2.4797874,S252,SNS
15190,15170,,Saint-Amandin,,SAINT-AMANDIN,ST AMANDIN,83,AUVERGNE,15,Cantal,45.3431342,2.693553,S535,SNTMNTN
15170,15171,,Sainte-Anastasie,,SAINTE-ANASTASIE,STE ANASTASIE,83,AUVERGNE,15,Cantal,45.172665,2.968745,S535,SNTNSTS
15220,15172,,Saint-Antoine,,SAINT-ANTOINE,ST ANTOINE,83,AUVERGNE,15,Cantal,44.7507715,2.3376228,S535,SNTNTN
15190,15173,,Saint-Bonnet-de-Condat,,SAINT-BONNET-DE-CONDAT,ST BONNET DE CONDAT,83,AUVERGNE,15,Cantal,45.2805233,2.7881503,S531,SNTPNTTKNTT
15140,15174,,Saint-Bonnet-de-Salers,,SAINT-BONNET-DE-SALERS,ST BONNET DE SALERS,83,AUVERGNE,15,Cantal,45.1603829,2.4536194,S531,SNTPNTTSLRS
15310,15175,,Saint-Cernin,,SAINT-CERNIN,ST CERNIN,83,AUVERGNE,15,Cantal,45.059113,2.4203429,S532,SNTSRNN
15140,15176,,Saint-Chamant,,SAINT-CHAMANT,ST CHAMANT,83,AUVERGNE,15,Cantal,45.090249,2.4389419,S532,SNTXMNT
15590,15178,,Saint-Cirgues-de-Jordanne,,SAINT-CIRGUES-DE-JORDANNE,ST CIRGUES DE JORDANNE,83,AUVERGNE,15,Cantal,45.0279521,2.5808787,S532,SNTSRKSTJRTN
15140,15179,,Saint-Cirgues-de-Malbert,,SAINT-CIRGUES-DE-MALBERT,ST CIRGUES DE MALBERT,83,AUVERGNE,15,Cantal,45.0739548,2.3698277,S532,SNTSRKSTMLPRT
15800,15180,,Saint-Clément,,SAINT-CLEMENT,ST CLEMENT,83,AUVERGNE,15,Cantal,44.9744921,2.6613049,S532,SNTKLMNT
15600,15181,,Saint-Constant,,SAINT-CONSTANT,ST CONSTANT,83,AUVERGNE,15,Cantal,44.6850098,2.2311768,S532,SNTKNSTNT
15150,15182,,Saint-Étienne-Cantalès,,SAINT-ETIENNE-CANTALES,ST ETIENNE CANTALES,83,AUVERGNE,15,Cantal,44.9489569,2.2254103,S533,SNTTNKNTLS
15130,15183,,Saint-Étienne-de-Carlat,,SAINT-ETIENNE-DE-CARLAT,ST ETIENNE DE CARLAT,83,AUVERGNE,15,Cantal,44.9046152,2.5745645,S533,SNTTNTKRLT
15600,15184,,Saint-Étienne-de-Maurs,,SAINT-ETIENNE-DE-MAURS,ST ETIENNE DE MAURS,83,AUVERGNE,15,Cantal,44.7150733,2.2088977,S533,SNTTNTMRS
15400,15185,,Saint-Étienne-de-Chomeil,,SAINT-ETIENNE-DE-CHOMEIL,ST ETIENNE DE CHOMEIL,83,AUVERGNE,15,Cantal,45.3428539,2.6014449,S533,SNTTNTXML
15140,15186,,Sainte-Eulalie,,SAINTE-EULALIE,STE EULALIE,83,AUVERGNE,15,Cantal,45.117629,2.374066,S534,SNTLL
15100,15187,,Saint-Flour,,SAINT-FLOUR,ST FLOUR,83,AUVERGNE,15,Cantal,45.0325503,3.1000878,S531,SNTFLR
15100,15188,,Saint-Georges,,SAINT-GEORGES,ST GEORGES,83,AUVERGNE,15,Cantal,45.0186775,3.1276182,S532,SNTJRJS
15150,15189,,Saint-Gérons,,SAINT-GERONS,ST GERONS,83,AUVERGNE,15,Cantal,44.9512094,2.2162163,S532,SNTKRNS
15400,15190,,Saint-Hippolyte,,SAINT-HIPPOLYTE,ST HIPPOLYTE,83,AUVERGNE,15,Cantal,45.2229239,2.7042134,S531,SNTPLT
15310,15191,,Saint-Illide,,SAINT-ILLIDE,ST ILLIDE,83,AUVERGNE,15,Cantal,45.0629107,2.3116527,S534,SNTLT
15800,15192,,Saint-Jacques-des-Blats,,SAINT-JACQUES-DES-BLATS,ST JACQUES DES BLATS,83,AUVERGNE,15,Cantal,45.0538434,2.7113709,S532,SNTJKSTSPLTS
15600,15194,,Saint-Julien-de-Toursac,,SAINT-JULIEN-DE-TOURSAC,ST JULIEN DE TOURSAC,83,AUVERGNE,15,Cantal,44.7738432,2.2094863,S532,SNTJLNTTRSK
15320,15195,,Saint-Just,,SAINT-JUST,ST JUST,83,AUVERGNE,15,Cantal,44.8900589,3.2083117,S532,SNTJST
15220,15196,,Saint-Mamet-la-Salvetat,,SAINT-MAMET-LA-SALVETAT,ST MAMET LA SALVETAT,83,AUVERGNE,15,Cantal,44.8572683,2.3046965,S535,SNTMMTLSLFTT
15320,15197,,Saint-Marc,,SAINT-MARC,ST MARC,83,AUVERGNE,15,Cantal,44.9012746,3.1910933,S535,SNTMRK
15230,15198,,Sainte-Marie,,SAINTE-MARIE,STE MARIE,83,AUVERGNE,15,Cantal,44.877449,2.88667,S535,SNTMR
15110,15199,,Saint-Martial,,SAINT-MARTIAL,ST MARTIAL,83,AUVERGNE,15,Cantal,44.8734983,3.0452958,S535,SNTMRXL
15140,15200,,Saint-Martin-Cantalès,,SAINT-MARTIN-CANTALES,ST MARTIN CANTALES,83,AUVERGNE,15,Cantal,45.0924087,2.2997941,S535,SNTMRTNKNTLS
15230,15201,,Saint-Martin-sous-Vigouroux,,SAINT-MARTIN-SOUS-VIGOUROUX,ST MARTIN SOUS VIGOUROUX,83,AUVERGNE,15,Cantal,44.923435,2.8041583,S535,SNTMRTNSSFKRKS
15140,15202,,Saint-Martin-Valmeroux,,SAINT-MARTIN-VALMEROUX,ST MARTIN VALMEROUX,83,AUVERGNE,15,Cantal,45.1172602,2.4257658,S535,SNTMRTNFLMRKS
15500,15203,,Saint-Mary-le-Plain,,SAINT-MARY-LE-PLAIN,ST MARY LE PLAIN,83,AUVERGNE,15,Cantal,45.1865759,3.1626867,S535,SNTMRLPLN
15250,15204,,Saint-Paul-des-Landes,,SAINT-PAUL-DES-LANDES,ST PAUL DES LANDES,83,AUVERGNE,15,Cantal,44.943583,2.31381,S531,SNTPLTSLNTS
15140,15205,,Saint-Paul-de-Salers,,SAINT-PAUL-DE-SALERS,ST PAUL DE SALERS,83,AUVERGNE,15,Cantal,45.14004,2.516859,S531,SNTPLTSLRS
15350,15206,,Saint-Pierre,,SAINT-PIERRE,ST PIERRE,83,AUVERGNE,15,Cantal,45.386918,2.390071,S531,SNTPR
15500,15207,,Saint-Poncy,,SAINT-PONCY,ST PONCY,83,AUVERGNE,15,Cantal,45.164937,3.18567,S531,SNTPNS
15140,15208,,Saint-Projet-de-Salers,,SAINT-PROJET-DE-SALERS,ST PROJET DE SALERS,83,AUVERGNE,15,Cantal,45.085682,2.529724,S531,SNTPRJTTSLRS
15110,15209,,Saint-Rémy-de-Chaudes-Aigues,,SAINT-REMY-DE-CHAUDES-AIGUES,ST REMY DE CHAUDES AIGUES,83,AUVERGNE,15,Cantal,44.776213,3.030108,S536,SNTRMTXTSKS
15150,15211,,Saint-Santin-Cantalès,,SAINT-SANTIN-CANTALES,ST SANTIN CANTALES,83,AUVERGNE,15,Cantal,45.028795,2.256678,S532,SNTSNTNKNTLS
15600,15212,,Saint-Santin-de-Maurs,,SAINT-SANTIN-DE-MAURS,ST SANTIN DE MAURS,83,AUVERGNE,15,Cantal,44.651755,2.216385,S532,SNTSNTNTMRS
15190,15213,,Saint-Saturnin,,SAINT-SATURNIN,ST SATURNIN,83,AUVERGNE,15,Cantal,45.255004,2.794475,S532,SNTSTRNN
15290,15214,,Saint-Saury,,SAINT-SAURY,ST SAURY,83,AUVERGNE,15,Cantal,44.867783,2.14041,S532,SNTSR
15130,15215,,Saint-Simon,,SAINT-SIMON,ST SIMON,83,AUVERGNE,15,Cantal,44.965735,2.48866,S532,SNTSMN
15110,15216,,Saint-Urcize,,SAINT-URCIZE,ST URCIZE,83,AUVERGNE,15,Cantal,44.697481,3.003055,S536,SNTRSS
15150,15217,,Saint-Victor,,SAINT-VICTOR,ST VICTOR,83,AUVERGNE,15,Cantal,45.009572,2.287326,S531,SNTFKTR
15380,15218,,Saint-Vincent-de-Salers,,SAINT-VINCENT-DE-SALERS,ST VINCENT DE SALERS,83,AUVERGNE,15,Cantal,45.20428,2.529544,S531,SNTFNSNTTSLRS
15140,15219,,Salers,,SALERS,SALERS,83,AUVERGNE,15,Cantal,45.1387542,2.4957792,S462,SLRS
15200,15220,,Salins,,SALINS,SALINS,83,AUVERGNE,15,Cantal,45.1909355,2.3930494,S452,SLNS
15130,15221,,Sansac-de-Marmiesse,,SANSAC-DE-MARMIESSE,SANSAC DE MARMIESSE,83,AUVERGNE,15,Cantal,44.882716,2.3486042,S522,SNSKTMRMS
15120,15222,,Sansac-Veinazès,,SANSAC-VEINAZES,SANSAC VEINAZES,83,AUVERGNE,15,Cantal,44.7424343,2.4469561,S522,SNSKFNSS
15240,15223,,Sauvat,,SAUVAT,SAUVAT,83,AUVERGNE,15,Cantal,45.3160683,2.4426005,S130,SFT
15290,15224,La,Ségalassière,LA,SEGALASSIERE,LA SEGALASSIERE,83,AUVERGNE,15,Cantal,44.8931356,2.2077493,S242,SKLSRL
15300,15225,,Ségur-les-Villas,,SEGUR-LES-VILLAS,SEGUR LES VILLAS,83,AUVERGNE,15,Cantal,45.2249079,2.8177197,S264,SKRLSFLS
