,"Trafic des entrants (*) par station pour l'ensemble de l'année 2011",,,,,,,,,,
,,,,,,,,,,,
,"Rang","Réseau","Station","Trafic","Ligne de correspondances RATP",,,,,"Ville","Arrondissement pour Paris"
,1,"Métro","GARE DU NORD",48146629,4,5,0,0,0,"Paris",10
,2,"Métro","SAINT-LAZARE ",46790941,3,9,12,13,14,"Paris",8
,3,"Métro","GARE DE LYON ",34523049,1,14,"A",,,"Paris",12
,4,"Métro","MONTPARNASSE-BIENVENUE",31152275,4,6,12,13,0,"Paris",14
,5,"Métro","GARE DE L'EST",19671320,4,5,7,0,0,"Paris",10
,6,"Métro","REPUBLIQUE",17095806,3,5,8,9,11,"Paris",11
,7,"Métro","BIBLIOTHEQUE",15826727,14,0,0,0,0,"Paris",13
,8,"Métro","CHATELET",14440964,1,4,7,11,14,"Paris",1
,9,"Métro","LA DEFENSE",13853216,1,0,0,0,0,"Puteaux",
,10,"Métro","LES HALLES",13113834,4,0,0,0,0,"Paris",1
,11,"Métro","HOTEL DE VILLE",12760823,1,11,0,0,0,"Paris",4
,12,"Métro","FRANKLIN D. ROOSEVELT",12640577,1,9,0,0,0,"Paris",8
,13,"Métro","BASTILLE",12517181,1,5,8,0,0,"Paris",12
,14,"Métro","OPERA",12389715,3,7,8,0,0,"Paris",9
,15,"Métro","PLACE D'ITALIE",12168442,5,6,7,0,0,"Paris",13
,16,"Métro","BELLEVILLE",11794952,2,11,0,0,0,"Paris",10
,17,"Métro","PORTE D'ORLEANS",9598097,4,0,0,0,0,"Paris",14
,18,"Métro","PALAIS-ROYAL",9559535,1,7,0,0,0,"Paris",1
,19,"Métro","NATION",9481963,1,2,6,9,0,"Paris",12
,20,"Métro","BARBES-ROCHECHOUART",9323474,2,4,0,0,0,"Paris",18
,21,"Métro","PLACE CLICHY",9255747,2,13,0,0,0,"Paris",17
,22,"Métro","SAINT-MICHEL",9159024,4,0,0,0,0,"Paris",5
,23,"Métro","GARE D'AUSTERLITZ",9063260,5,10,0,0,0,"Paris",13
,24,"Métro","PORTE DE CLIGNANCOURT",9000298,4,0,0,0,0,"Paris",18
,25,"Métro","CHARLES DE GAULLE-ETOILE",8980015,1,2,6,0,0,"Paris",8
,26,"Métro","PORTE MAILLOT",8852329,1,0,0,0,0,"Paris",16
,27,"Métro","ESPLANADE DE LA DEFENSE",8721277,1,0,0,0,0,"Puteaux",
,28,"Métro","TROCADERO",8455619,6,9,0,0,0,"Paris",16
,29,"Métro","HAVRE-CAUMARTIN",8343415,3,9,0,0,0,"Paris",9
,30,"Métro","LA MOTTE-PICQUET-GRENELLE",8099346,6,8,10,0,0,"Paris",15
,31,"Métro","BIR-HAKEIM",7825821,6,0,0,0,0,"Paris",15
,32,"Métro","CHAUSSEE D'ANTIN-LA FAYETTE",7778782,7,9,0,0,0,"Paris",9
,33,"Métro","GAMBETTA",7576845,3,"3bis",0,0,0,"Paris",20
,34,"Métro","MADELEINE",7412746,8,12,14,0,0,"Paris",8
,35,"Métro","AUBERVILLIERS-PANTIN-QUATRE CHEMINS",7356008,7,0,0,0,0,"Aubervilliers",
,36,"Métro","STRASBOURG-SAINT-DENIS",7346063,4,8,9,0,0,"Paris",2
,37,"Métro","OLYMPIADES",7245724,14,0,0,0,0,"Paris",13
,38,"Métro","CRIMEE",7183997,7,0,0,0,0,"Paris",19
